chr:start:end,chr,start,end
17:42311437:42311970,17,42311437,42311970
21:43818149:43818888,21,43818149,43818888
1:198524097:198524425,1,198524097,198524425
9:128874632:128875016,9,128874632,128875016
17:14211464:14211996,17,14211464,14211996
3:160223296:160223643,3,160223296,160223643
17:47204857:47205746,17,47204857,47205746
13:57628416:57628973,13,57628416,57628973
14:91578388:91578834,14,91578388,91578834
7:25602370:25602668,7,25602370,25602668
17:39622687:39623205,17,39622687,39623205
11:88223030:88224293,11,88223030,88224293
21:37364898:37365170,21,37364898,37365170
2:129686933:129687015,2,129686933,129687015
20:62688704:62689076,20,62688704,62689076
1:109040283:109040757,1,109040283,109040757
12:123119887:123120271,12,123119887,123120271
11:126225777:126226167,11,126225777,126226167
3:195185686:195186430,3,195185686,195186430
21:46184138:46184302,21,46184138,46184302
16:32252978:32253120,16,32252978,32253120
4:80586535:80587645,4,80586535,80587645
6:144776262:144777092,6,144776262,144777092
19:9809002:9809554,19,9809002,9809554
7:149172189:149172708,7,149172189,149172708
17:46579989:46580083,17,46579989,46580083
17:1098277:1098636,17,1098277,1098636
13:27532421:27533023,13,27532421,27533023
10:5610122:5610323,10,5610122,5610323
17:3834946:3835564,17,3834946,3835564
8:134709370:134709857,8,134709370,134709857
8:8199059:8199287,8,8199059,8199287
14:77557354:77557704,14,77557354,77557704
1:92515619:92516116,1,92515619,92516116
9:39533951:39534042,9,39533951,39534042
6:22883170:22883540,6,22883170,22883540
2:196169161:196169316,2,196169161,196169316
6:108846163:108846390,6,108846163,108846390
12:56338906:56339268,12,56338906,56339268
13:110388222:110388448,13,110388222,110388448
16:4414055:4414815,16,4414055,4414815
6:34554097:34554341,6,34554097,34554341
19:12942663:12942905,19,12942663,12942905
18:49685759:49686296,18,49685759,49686296
6:36439591:36440204,6,36439591,36440204
17:48603945:48604230,17,48603945,48604230
2:10332849:10333473,2,10332849,10333473
14:61569813:61570353,14,61569813,61570353
3:152376094:152376863,3,152376094,152376863
4:188494731:188495384,4,188494731,188495384
13:19565399:19565488,13,19565399,19565488
20:45363916:45364321,20,45363916,45364321
6:134296040:134296601,6,134296040,134296601
7:23895420:23895950,7,23895420,23895950
17:49723416:49723909,17,49723416,49723909
7:6175650:6176057,7,6175650,6176057
6:108134796:108135215,6,108134796,108135215
10:6204676:6205035,10,6204676,6205035
3:37957493:37958253,3,37957493,37958253
7:29654149:29655036,7,29654149,29655036
8:102788254:102788800,8,102788254,102788800
13:41282132:41282907,13,41282132,41282907
22:19086113:19086351,22,19086113,19086351
19:43597877:43598417,19,43597877,43598417
8:144801925:144802590,8,144801925,144802590
19:39408609:39408920,19,39408609,39408920
3:169774004:169774447,3,169774004,169774447
17:67379229:67379522,17,67379229,67379522
15:98788612:98789053,15,98788612,98789053
2:44061869:44062114,2,44061869,44062114
19:41420225:41420890,19,41420225,41420890
7:27159622:27159827,7,27159622,27159827
13:113491798:113491917,13,113491798,113491917
17:40598918:40599476,17,40598918,40599476
18:23438253:23438804,18,23438253,23438804
2:171524337:171524925,2,171524337,171524925
3:129245916:129246421,3,129245916,129246421
6:2857147:2857508,6,2857147,2857508
2:30447967:30448641,2,30447967,30448641
14:38101944:38102432,14,38101944,38102432
13:67232392:67233033,13,67232392,67233033
7:90118068:90118444,7,90118068,90118444
12:39621162:39621488,12,39621162,39621488
6:37313882:37314158,6,37313882,37314158
16:69396732:69397028,16,69396732,69397028
11:128582857:128583302,11,128582857,128583302
5:139548299:139548665,5,139548299,139548665
20:48716188:48716420,20,48716188,48716420
3:10015230:10015647,3,10015230,10015647
1:243267516:243267750,1,243267516,243267750
12:131434953:131435268,12,131434953,131435268
11:62433835:62434243,11,62433835,62434243
16:30166006:30166594,16,30166006,30166594
15:89820558:89820982,15,89820558,89820982
8:680958:681371,8,680958,681371
16:3613705:3613890,16,3613705,3613890
12:29150499:29150754,12,29150499,29150754
16:3087552:3087990,16,3087552,3087990
3:126995097:126995672,3,126995097,126995672
10:51527576:51528115,10,51527576,51528115
2:55518879:55518990,2,55518879,55518990
10:110596042:110596535,10,110596042,110596535
13:31732755:31733240,13,31732755,31733240
3:126454318:126455048,3,126454318,126455048
X:1661870:1662313,X,1661870,1662313
17:42330990:42331316,17,42330990,42331316
6:34272288:34272739,6,34272288,34272739
13:50992285:50992807,13,50992285,50992807
15:42493381:42493524,15,42493381,42493524
2:240893498:240894106,2,240893498,240894106
10:132375626:132375904,10,132375626,132375904
3:195587138:195587442,3,195587138,195587442
12:8226930:8227567,12,8226930,8227567
18:77052576:77052748,18,77052576,77052748
17:38727528:38727859,17,38727528,38727859
20:25048675:25048970,20,25048675,25048970
3:194088972:194089454,3,194088972,194089454
9:134041332:134041644,9,134041332,134041644
1:244534287:244535721,1,244534287,244535721
3:197712889:197713123,3,197712889,197713123
1:213989717:213990324,1,213989717,213990324
9:129283144:129283344,9,129283144,129283344
5:177114256:177114681,5,177114256,177114681
6:169962565:169962799,6,169962565,169962799
2:127026309:127026615,2,127026309,127026615
19:47749206:47749491,19,47749206,47749491
20:3744782:3745028,20,3744782,3745028
7:141671679:141672133,7,141671679,141672133
3:196171033:196171332,3,196171033,196171332
12:24904004:24904241,12,24904004,24904241
7:47990823:47991347,7,47990823,47991347
13:23463176:23463931,13,23463176,23463931
9:41741252:41741408,9,41741252,41741408
15:25849339:25849978,15,25849339,25849978
5:13750821:13751687,5,13750821,13751687
2:127590451:127590964,2,127590451,127590964
12:52258014:52258253,12,52258014,52258253
15:56244927:56245492,15,56244927,56245492
14:51961364:51961653,14,51961364,51961653
14:93299957:93300318,14,93299957,93300318
8:29634450:29635168,8,29634450,29635168
6:13427385:13427749,6,13427385,13427749
8:1607402:1607629,8,1607402,1607629
18:45775970:45776281,18,45775970,45776281
6:139280436:139280718,6,139280436,139280718
11:119560272:119561275,11,119560272,119561275
19:48175248:48175634,19,48175248,48175634
17:78839258:78839609,17,78839258,78839609
5:172077778:172078391,5,172077778,172078391
6:110432648:110433088,6,110432648,110433088
1:172801268:172801757,1,172801268,172801757
5:76331841:76332402,5,76331841,76332402
19:11338481:11338952,19,11338481,11338952
20:62773095:62773398,20,62773095,62773398
15:99350129:99350552,15,99350129,99350552
4:10099776:10100024,4,10099776,10100024
1:27904647:27904931,1,27904647,27904931
13:73061277:73061811,13,73061277,73061811
11:355315:355603,11,355315,355603
6:34672133:34672437,6,34672133,34672437
22:44291932:44292123,22,44291932,44292123
7:4204597:4204740,7,4204597,4204740
16:23680135:23680198,16,23680135,23680198
1:236071878:236072274,1,236071878,236072274
2:28896130:28897085,2,28896130,28897085
18:48983623:48983934,18,48983623,48983934
20:63696970:63697233,20,63696970,63697233
21:39015651:39016096,21,39015651,39016096
12:124603430:124603746,12,124603430,124603746
6:29972424:29972993,6,29972424,29972993
17:46266174:46266336,17,46266174,46266336
6:37280333:37281086,6,37280333,37281086
17:15995263:15995489,17,15995263,15995489
8:38181552:38182025,8,38181552,38182025
4:182809215:182809618,4,182809215,182809618
7:5724539:5725246,7,5724539,5725246
16:1245047:1245275,16,1245047,1245275
13:99214271:99214877,13,99214271,99214877
12:107317196:107317776,12,107317196,107317776
9:129852331:129853162,9,129852331,129853162
6:149483860:149484156,6,149483860,149484156
9:137704002:137704537,9,137704002,137704537
4:140428073:140428346,4,140428073,140428346
8:11967808:11968452,8,11967808,11968452
12:118370478:118370978,12,118370478,118370978
19:55172584:55172857,19,55172584,55172857
12:123585659:123585952,12,123585659,123585952
20:5073543:5074357,20,5073543,5074357
19:45253480:45253855,19,45253480,45253855
7:43457898:43458374,7,43457898,43458374
6:35140277:35140539,6,35140277,35140539
1:160869132:160870127,1,160869132,160870127
19:53993270:53993357,19,53993270,53993357
18:79959877:79960337,18,79959877,79960337
14:105858617:105859111,14,105858617,105859111
6:32312038:32313077,6,32312038,32313077
13:43044405:43045021,13,43044405,43045021
7:2389832:2390132,7,2389832,2390132
1:146932364:146932678,1,146932364,146932678
7:25179419:25179686,7,25179419,25179686
13:52010467:52010983,13,52010467,52010983
7:77685061:77685511,7,77685061,77685511
10:110945069:110945774,10,110945069,110945774
12:68613460:68613751,12,68613460,68613751
12:49879575:49879831,12,49879575,49879831
6:42545266:42545619,6,42545266,42545619
3:186888580:186889107,3,186888580,186889107
4:10135268:10136082,4,10135268,10136082
4:6694082:6694502,4,6694082,6694502
7:36439920:36440599,7,36439920,36440599
15:28626394:28626539,15,28626394,28626539
19:49473538:49473689,19,49473538,49473689
17:2253622:2254275,17,2253622,2254275
6:42049985:42050154,6,42049985,42050154
6:13724161:13724653,6,13724161,13724653
10:12447530:12448142,10,12447530,12448142
17:80791800:80792157,17,80791800,80792157
10:26490350:26490603,10,26490350,26490603
7:98168461:98168823,7,98168461,98168823
8:10425642:10425737,8,10425642,10425737
9:89282223:89282402,9,89282223,89282402
15:66370899:66371167,15,66370899,66371167
1:36203114:36203804,1,36203114,36203804
6:26957172:26957377,6,26957172,26957377
9:178274:178410,9,178274,178410
13:50909118:50909423,13,50909118,50909423
10:102854905:102855305,10,102854905,102855305
9:130813822:130814243,9,130813822,130814243
2:96130730:96131510,2,96130730,96131510
10:35164847:35164982,10,35164847,35164982
18:13641474:13641620,18,13641474,13641620
14:91228175:91228926,14,91228175,91228926
13:75549071:75549264,13,75549071,75549264
11:2023662:2024079,11,2023662,2024079
2:217843571:217844660,2,217843571,217844660
16:85269091:85269492,16,85269091,85269492
11:63872053:63872503,11,63872053,63872503
6:76450689:76451096,6,76450689,76451096
6:37705997:37706376,6,37705997,37706376
3:45017830:45018529,3,45017830,45018529
17:80258700:80259167,17,80258700,80259167
16:87918901:87919057,16,87918901,87919057
3:71515852:71516186,3,71515852,71516186
13:20041935:20042648,13,20041935,20042648
8:113438617:113439229,8,113438617,113439229
6:13702529:13703177,6,13702529,13703177
3:68744681:68745715,3,68744681,68745715
3:12885848:12886310,3,12885848,12886310
7:44633421:44633920,7,44633421,44633920
2:113966206:113966614,2,113966206,113966614
3:194527225:194527335,3,194527225,194527335
16:4613354:4613620,16,4613354,4613620
10:62805882:62806139,10,62805882,62806139
12:89306682:89307418,12,89306682,89307418
16:89608536:89608845,16,89608536,89608845
13:24039169:24039876,13,24039169,24039876
11:73969663:73970292,11,73969663,73970292
5:56496345:56497009,5,56496345,56497009
3:197907010:197908045,3,197907010,197908045
18:12948781:12948918,18,12948781,12948918
1:19289158:19289448,1,19289158,19289448
3:195633646:195634025,3,195633646,195634025
14:89974621:89975176,14,89974621,89975176
17:21770807:21770909,17,21770807,21770909
13:25310145:25310692,13,25310145,25310692
5:173913260:173913913,5,173913260,173913913
9:42347536:42347890,9,42347536,42347890
22:26573158:26573408,22,26573158,26573408
8:19505220:19505531,8,19505220,19505531
9:128781235:128781408,9,128781235,128781408
16:11585824:11586170,16,11585824,11586170
8:134710170:134710511,8,134710170,134710511
10:87531906:87532671,10,87531906,87532671
19:856408:856615,19,856408,856615
6:29848834:29849476,6,29848834,29849476
6:36341412:36341563,6,36341412,36341563
3:122363428:122364230,3,122363428,122364230
15:40074316:40074589,15,40074316,40074589
18:68820099:68820706,18,68820099,68820706
1:3843067:3843496,1,3843067,3843496
4:88525216:88525468,4,88525216,88525468
3:48194264:48194688,3,48194264,48194688
5:148822994:148823292,5,148822994,148823292
9:35642152:35642546,9,35642152,35642546
22:23159350:23159813,22,23159350,23159813
17:47778187:47778304,17,47778187,47778304
6:83512633:83513035,6,83512633,83513035
10:70918971:70919427,10,70918971,70919427
14:22558459:22558787,14,22558459,22558787
5:95730437:95730633,5,95730437,95730633
19:3188342:3188484,19,3188342,3188484
9:132160202:132160651,9,132160202,132160651
X:68953310:68953395,X,68953310,68953395
7:16851237:16851358,7,16851237,16851358
12:105331910:105332202,12,105331910,105332202
19:55326381:55326712,19,55326381,55326712
6:33008707:33009120,6,33008707,33009120
2:206096136:206096579,2,206096136,206096579
16:29156646:29157026,16,29156646,29157026
9:137033592:137034089,9,137033592,137034089
6:42597776:42598476,6,42597776,42598476
12:53205228:53205556,12,53205228,53205556
6:139137893:139138763,6,139137893,139138763
9:7653329:7653635,9,7653329,7653635
19:3607606:3607864,19,3607606,3607864
4:152476965:152477495,4,152476965,152477495
17:4901379:4901606,17,4901379,4901606
17:2948853:2948991,17,2948853,2948991
6:25964842:25965102,6,25964842,25965102
8:56447551:56447667,8,56447551,56447667
19:54481503:54481724,19,54481503,54481724
6:15622440:15623024,6,15622440,15623024
17:80988625:80989007,17,80988625,80989007
4:83267436:83267953,4,83267436,83267953
3:58059488:58059743,3,58059488,58059743
8:60910716:60911015,8,60910716,60911015
3:142046135:142046829,3,142046135,142046829
12:89334785:89335353,12,89334785,89335353
7:68534422:68534973,7,68534422,68534973
8:24943103:24943294,8,24943103,24943294
19:54434559:54434794,19,54434559,54434794
13:99088252:99088583,13,99088252,99088583
8:10188108:10188593,8,10188108,10188593
19:49761886:49762179,19,49761886,49762179
4:73837685:73838282,4,73837685,73838282
15:62350611:62350911,15,62350611,62350911
15:44714202:44714817,15,44714202,44714817
16:75221929:75222354,16,75221929,75222354
2:113966933:113967236,2,113966933,113967236
1:211416317:211416376,1,211416317,211416376
1:116569693:116569822,1,116569693,116569822
14:34732754:34733432,14,34732754,34733432
16:11800712:11801026,16,11800712,11801026
18:31488238:31488751,18,31488238,31488751
3:28242339:28242715,3,28242339,28242715
8:133719119:133720112,8,133719119,133720112
3:48334467:48335009,3,48334467,48335009
17:58984995:58985712,17,58984995,58985712
4:8439801:8440182,4,8439801,8440182
7:74659580:74659789,7,74659580,74659789
3:72523131:72523607,3,72523131,72523607
11:48000243:48001044,11,48000243,48001044
6:113684720:113685408,6,113684720,113685408
7:26374797:26375308,7,26374797,26375308
16:48434365:48434698,16,48434365,48434698
1:154609531:154609812,1,154609531,154609812
8:94613108:94613448,8,94613108,94613448
6:41602600:41603148,6,41602600,41603148
7:138459061:138459538,7,138459061,138459538
7:5759545:5759922,7,5759545,5759922
2:11758756:11759051,2,11758756,11759051
8:55901118:55901776,8,55901118,55901776
11:118895684:118896212,11,118895684,118896212
7:75951342:75951861,7,75951342,75951861
3:129181419:129181831,3,129181419,129181831
20:62671802:62671976,20,62671802,62671976
6:118616595:118617076,6,118616595,118617076
2:46967154:46967474,2,46967154,46967474
8:51897608:51897779,8,51897608,51897779
4:106077123:106077702,4,106077123,106077702
6:27503948:27504259,6,27503948,27504259
17:35880251:35880659,17,35880251,35880659
13:36820199:36820754,13,36820199,36820754
17:81609577:81609925,17,81609577,81609925
13:28628369:28628752,13,28628369,28628752
19:6802867:6803341,19,6802867,6803341
19:44725470:44725794,19,44725470,44725794
21:33101188:33101436,21,33101188,33101436
2:38749541:38749688,2,38749541,38749688
7:19104028:19104885,7,19104028,19104885
19:43671693:43672091,19,43671693,43672091
12:6928949:6929288,12,6928949,6929288
21:24103910:24104917,21,24103910,24104917
22:42977351:42977959,22,42977351,42977959
7:47600635:47601195,7,47600635,47601195
6:3745822:3746242,6,3745822,3746242
22:46735332:46735931,22,46735332,46735931
16:90082724:90082812,16,90082724,90082812
17:60077468:60078015,17,60077468,60078015
17:44389791:44390374,17,44389791,44390374
11:57761783:57762212,11,57761783,57762212
6:167644803:167645106,6,167644803,167645106
2:64015297:64015667,2,64015297,64015667
12:9330018:9330698,12,9330018,9330698
3:186060061:186060504,3,186060061,186060504
6:47242338:47242692,6,47242338,47242692
16:57285346:57285645,16,57285346,57285645
10:22573530:22574292,10,22573530,22574292
10:89000657:89001152,10,89000657,89001152
10:5513167:5513856,10,5513167,5513856
12:63684435:63684923,12,63684435,63684923
11:61507346:61507775,11,61507346,61507775
15:89912227:89912354,15,89912227,89912354
1:46594919:46595461,1,46594919,46595461
15:87776284:87777164,15,87776284,87777164
17:67353503:67354206,17,67353503,67354206
2:111529790:111530213,2,111529790,111530213
3:170908998:170909078,3,170908998,170909078
1:43387943:43388918,1,43387943,43388918
16:30903958:30904585,16,30903958,30904585
22:47618505:47618844,22,47618505,47618844
15:100559685:100560081,15,100559685,100560081
2:97721080:97721562,2,97721080,97721562
3:196183349:196183672,3,196183349,196183672
11:629638:630053,11,629638,630053
17:35432039:35432376,17,35432039,35432376
4:180638897:180639752,4,180638897,180639752
3:43893545:43893962,3,43893545,43893962
2:66421261:66421665,2,66421261,66421665
6:16472715:16473463,6,16472715,16473463
1:225468475:225468876,1,225468475,225468876
13:74574829:74575528,13,74574829,74575528
16:85527509:85527899,16,85527509,85527899
15:85408341:85408831,15,85408341,85408831
11:69296726:69296873,11,69296726,69296873
2:127415646:127415784,2,127415646,127415784
6:25039644:25040185,6,25039644,25040185
3:46964472:46964924,3,46964472,46964924
7:5575139:5575342,7,5575139,5575342
1:235942294:235942785,1,235942294,235942785
13:108759681:108759814,13,108759681,108759814
2:202665545:202665880,2,202665545,202665880
15:51198684:51199415,15,51198684,51199415
12:29409051:29409222,12,29409051,29409222
6:142927836:142928375,6,142927836,142928375
22:30940770:30940870,22,30940770,30940870
17:18298574:18298678,17,18298574,18298678
7:44021393:44021671,7,44021393,44021671
6:168172344:168172846,6,168172344,168172846
14:99034915:99035177,14,99034915,99035177
13:28574732:28574874,13,28574732,28574874
7:37350747:37351351,7,37350747,37351351
5:179677632:179677731,5,179677632,179677731
8:127977507:127977919,8,127977507,127977919
16:29604316:29604910,16,29604316,29604910
20:33810206:33810617,20,33810206,33810617
8:94261506:94261805,8,94261506,94261805
17:16149928:16150631,17,16149928,16150631
2:42975881:42976488,2,42975881,42976488
19:33151959:33152396,19,33151959,33152396
21:43037101:43037122,21,43037101,43037122
12:6774956:6775338,12,6774956,6775338
3:129618537:129618851,3,129618537,129618851
1:205267239:205267641,1,205267239,205267641
8:69853652:69854245,8,69853652,69854245
17:81732553:81732648,17,81732553,81732648
6:31619587:31619766,6,31619587,31619766
17:78117952:78118257,17,78117952,78118257
6:31464125:31464455,6,31464125,31464455
12:124775231:124775720,12,124775231,124775720
15:45653498:45654036,15,45653498,45654036
10:113553406:113554249,10,113553406,113554249
12:51990567:51991027,12,51990567,51991027
8:89982765:89982912,8,89982765,89982912
16:23900868:23901429,16,23900868,23901429
13:100515677:100515927,13,100515677,100515927
17:39867227:39867605,17,39867227,39867605
7:2107480:2107626,7,2107480,2107626
1:231775133:231775445,1,231775133,231775445
7:135977776:135978024,7,135977776,135978024
4:39636669:39636999,4,39636669,39636999
6:5174092:5174517,6,5174092,5174517
22:25311258:25311991,22,25311258,25311991
5:132776330:132776660,5,132776330,132776660
22:29658080:29658569,22,29658080,29658569
4:40228896:40229548,4,40228896,40229548
17:8949080:8949715,17,8949080,8949715
9:98185452:98186152,9,98185452,98186152
17:73722131:73722721,17,73722131,73722721
20:63900918:63901121,20,63900918,63901121
6:71289890:71290136,6,71289890,71290136
8:73843881:73843945,8,73843881,73843945
13:27266669:27267124,13,27266669,27267124
20:31523195:31523509,20,31523195,31523509
7:29265073:29265423,7,29265073,29265423
8:9147629:9148266,8,9147629,9148266
7:120949142:120949598,7,120949142,120949598
6:14921397:14921663,6,14921397,14921663
17:73567161:73567755,17,73567161,73567755
6:33115680:33116102,6,33115680,33116102
3:194537354:194537855,3,194537354,194537855
2:227401833:227402167,2,227401833,227402167
6:2901178:2901527,6,2901178,2901527
16:30194806:30194856,16,30194806,30194856
9:128149174:128149353,9,128149174,128149353
15:87587731:87588675,15,87587731,87588675
1:10591094:10591403,1,10591094,10591403
10:101283506:101283704,10,101283506,101283704
1:20603708:20604603,1,20603708,20604603
8:23541100:23541453,8,23541100,23541453
18:32158652:32159016,18,32158652,32159016
8:125949517:125950078,8,125949517,125950078
7:77481734:77482188,7,77481734,77482188
2:218371209:218371661,2,218371209,218371661
1:93349397:93350039,1,93349397,93350039
3:125991120:125991383,3,125991120,125991383
5:181161266:181161538,5,181161266,181161538
2:8584201:8584461,2,8584201,8584461
7:71220060:71220704,7,71220060,71220704
8:41654461:41654847,8,41654461,41654847
17:342926:343529,17,342926,343529
7:76394439:76394559,7,76394439,76394559
2:46967872:46968104,2,46967872,46968104
17:7559521:7559945,17,7559521,7559945
9:6716454:6716538,9,6716454,6716538
5:846937:847070,5,846937,847070
6:87482598:87483074,6,87482598,87483074
17:78355946:78356520,17,78355946,78356520
2:70547116:70547529,2,70547116,70547529
17:60577259:60577749,17,60577259,60577749
1:92543720:92544313,1,92543720,92544313
6:170090031:170090309,6,170090031,170090309
4:2430513:2430673,4,2430513,2430673
6:2840371:2840690,6,2840371,2840690
22:20100624:20101061,22,20100624,20101061
8:23456298:23456812,8,23456298,23456812
9:136052744:136052819,9,136052744,136052819
7:6221499:6222031,7,6221499,6222031
3:157158678:157159091,3,157158678,157159091
13:46798956:46799444,13,46798956,46799444
7:5776997:5777674,7,5776997,5777674
11:124760518:124760655,11,124760518,124760655
22:18609523:18609614,22,18609523,18609614
9:34638225:34638427,9,34638225,34638427
6:30878472:30879252,6,30878472,30879252
9:133584295:133584567,9,133584295,133584567
12:6433117:6433783,12,6433117,6433783
8:94636712:94637383,8,94636712,94637383
12:31907724:31908088,12,31907724,31908088
12:109053726:109054318,12,109053726,109054318
3:195850646:195851007,3,195850646,195851007
6:15355680:15355906,6,15355680,15355906
2:163734144:163734340,2,163734144,163734340
11:3226089:3226196,11,3226089,3226196
13:30373049:30373172,13,30373049,30373172
1:205256149:205256298,1,205256149,205256298
19:1232446:1232953,19,1232446,1232953
5:72817794:72818169,5,72817794,72818169
6:118935610:118936016,6,118935610,118936016
5:159680300:159680664,5,159680300,159680664
9:69758394:69758771,9,69758394,69758771
6:162728110:162728324,6,162728110,162728324
1:18908174:18908657,1,18908174,18908657
1:120353444:120353506,1,120353444,120353506
17:1095289:1095471,17,1095289,1095471
22:26757086:26757186,22,26757086,26757186
12:14709704:14710047,12,14709704,14710047
19:511843:512031,19,511843,512031
6:142174803:142175415,6,142174803,142175415
10:92241179:92241477,10,92241179,92241477
16:27403137:27403430,16,27403137,27403430
8:143532228:143532425,8,143532228,143532425
17:68378197:68378400,17,68378197,68378400
20:4767192:4767672,20,4767192,4767672
17:614418:615000,17,614418,615000
15:84734368:84734736,15,84734368,84734736
12:48717531:48717657,12,48717531,48717657
2:47784495:47784565,2,47784495,47784565
18:58058872:58059348,18,58058872,58059348
20:2104156:2104536,20,2104156,2104536
21:13980203:13980336,21,13980203,13980336
13:30146876:30147373,13,30146876,30147373
5:142771676:142772094,5,142771676,142772094
20:51375906:51376616,20,51375906,51376616
12:107368713:107369492,12,107368713,107369492
19:46821204:46821665,19,46821204,46821665
19:54778661:54779162,19,54778661,54779162
5:145937156:145937836,5,145937156,145937836
8:143979194:143979359,8,143979194,143979359
11:119686701:119686866,11,119686701,119686866
16:85733219:85733539,16,85733219,85733539
15:74246134:74246421,15,74246134,74246421
6:16128433:16128591,6,16128433,16128591
18:45706835:45707596,18,45706835,45707596
6:109772492:109772925,6,109772492,109772925
17:19996573:19996937,17,19996573,19996937
2:160304915:160305074,2,160304915,160305074
4:1300948:1301215,4,1300948,1301215
16:3067410:3068017,16,3067410,3068017
12:117040102:117040291,12,117040102,117040291
5:1343988:1344238,5,1343988,1344238
4:140252236:140252374,4,140252236,140252374
5:52810111:52811093,5,52810111,52811093
7:76292585:76292891,7,76292585,76292891
6:30954656:30955026,6,30954656,30955026
16:46885282:46885653,16,46885282,46885653
6:27520136:27520230,6,27520136,27520230
1:153956851:153957116,1,153956851,153957116
17:75039105:75039573,17,75039105,75039573
8:55978717:55978776,8,55978717,55978776
7:38234139:38234675,7,38234139,38234675
7:23467383:23467641,7,23467383,23467641
6:157327033:157327352,6,157327033,157327352
17:73381043:73381109,17,73381043,73381109
10:123908206:123908587,10,123908206,123908587
12:12927779:12928078,12,12927779,12928078
14:105019774:105019959,14,105019774,105019959
15:78024323:78024626,15,78024323,78024626
6:146542655:146543073,6,146542655,146543073
9:126487984:126488148,9,126487984,126488148
14:30859628:30859969,14,30859628,30859969
1:21815894:21816267,1,21815894,21816267
20:61332498:61333056,20,61332498,61333056
16:70187934:70188009,16,70187934,70188009
19:38385975:38386208,19,38385975,38386208
8:22539170:22539553,8,22539170,22539553
7:135153237:135153852,7,135153237,135153852
4:57194321:57194545,4,57194321,57194545
14:95621643:95622048,14,95621643,95622048
17:62654287:62654574,17,62654287,62654574
3:186235556:186236040,3,186235556,186236040
2:60736444:60736578,2,60736444,60736578
10:22715029:22715119,10,22715029,22715119
21:34569443:34570063,21,34569443,34570063
9:130988012:130988964,9,130988012,130988964
2:174663615:174663994,2,174663615,174663994
22:49449818:49449925,22,49449818,49449925
17:64391280:64391484,17,64391280,64391484
19:49568283:49568959,19,49568283,49568959
7:1508172:1508476,7,1508172,1508476
17:79214742:79214998,17,79214742,79214998
X:1250028:1250158,X,1250028,1250158
3:9770611:9770860,3,9770611,9770860
3:129248550:129248769,3,129248550,129248769
13:108760801:108761276,13,108760801,108761276
10:102322831:102323614,10,102322831,102323614
6:12049290:12049530,6,12049290,12049530
1:146370788:146371107,1,146370788,146371107
7:73398126:73398463,7,73398126,73398463
9:113564482:113564903,9,113564482,113564903
12:12071312:12071609,12,12071312,12071609
12:1306116:1306582,12,1306116,1306582
8:143813956:143814303,8,143813956,143814303
2:64858821:64859286,2,64858821,64859286
15:42510978:42511290,15,42510978,42511290
6:30627413:30627727,6,30627413,30627727
14:76909138:76909386,14,76909138,76909386
1:120105943:120106293,1,120105943,120106293
16:29612061:29612155,16,29612061,29612155
1:167720960:167721287,1,167720960,167721287
6:37566669:37567008,6,37566669,37567008
11:36375376:36375577,11,36375376,36375577
19:54742170:54742333,19,54742170,54742333
1:247531132:247531210,1,247531132,247531210
19:19639780:19640147,19,19639780,19640147
17:63697434:63697841,17,63697434,63697841
19:5718199:5718637,19,5718199,5718637
3:187027459:187028019,3,187027459,187028019
12:102955803:102956170,12,102955803,102956170
2:207681668:207681759,2,207681668,207681759
14:91865841:91866589,14,91865841,91866589
3:119580315:119580533,3,119580315,119580533
2:36478390:36478579,2,36478390,36478579
9:35770822:35771389,9,35770822,35771389
17:8385483:8385851,17,8385483,8385851
20:33877910:33878386,20,33877910,33878386
4:98927304:98927518,4,98927304,98927518
1:33039857:33040164,1,33039857,33040164
3:127013902:127014046,3,127013902,127014046
1:117612574:117612991,1,117612574,117612991
11:60057435:60057699,11,60057435,60057699
2:30446510:30446893,2,30446510,30446893
7:138000011:138000540,7,138000011,138000540
7:30445479:30445651,7,30445479,30445651
1:77986208:77986611,1,77986208,77986611
19:54054211:54054501,19,54054211,54054501
1:93125068:93125456,1,93125068,93125456
1:39047974:39048172,1,39047974,39048172
14:21385275:21385738,14,21385275,21385738
11:66292591:66292817,11,66292591,66292817
16:2526246:2526471,16,2526246,2526471
12:121786637:121787220,12,121786637,121787220
17:19506717:19506876,17,19506717,19506876
7:101692311:101692461,7,101692311,101692461
1:168475429:168476188,1,168475429,168476188
2:69740492:69740911,2,69740492,69740911
12:31790162:31790770,12,31790162,31790770
12:3178913:3179359,12,3178913,3179359
10:97188695:97189038,10,97188695,97189038
9:352012:352471,9,352012,352471
13:27339207:27339495,13,27339207,27339495
1:23978489:23978803,1,23978489,23978803
4:17811924:17812486,4,17811924,17812486
7:2353464:2353697,7,2353464,2353697
19:1211731:1212115,19,1211731,1212115
7:77434119:77434661,7,77434119,77434661
12:110234514:110234932,12,110234514,110234932
2:227450719:227451600,2,227450719,227451600
1:111897638:111898474,1,111897638,111898474
20:5454595:5455004,20,5454595,5455004
7:2670569:2670717,7,2670569,2670717
6:47581208:47581867,6,47581208,47581867
11:67444459:67444655,11,67444459,67444655
19:10294313:10294480,19,10294313,10294480
12:96054132:96054504,12,96054132,96054504
11:127205294:127206002,11,127205294,127206002
6:43185369:43185670,6,43185369,43185670
9:41772678:41772832,9,41772678,41772832
13:99433762:99434232,13,99433762,99434232
2:236143417:236143616,2,236143417,236143616
9:104632381:104632748,9,104632381,104632748
